userid,movieid,tagid
464,76,224
464,257,12
465,10,12
465,37,12
465,37,56
465,257,12
465,257,67
465,301,4
465,405,4
466,23,-1
466,29,4
466,29,35
466,213,108
466,300,20
466,324,-1
466,367,7
466,367,4
466,367,35
466,368,-1
466,526,-1
466,819,40
467,138,0
467,138,35
467,317,0
467,342,107
467,342,0
467,385,107
467,532,65
467,745,12
467,745,107
467,790,-1
467,838,65
467,958,12
467,958,107
468,15,0
468,17,56
468,188,-1
468,459,35
468,638,48
468,638,56
468,733,35
468,855,56
469,52,41
469,434,12
469,507,-1
469,562,1075
469,562,4
469,903,4
470,0,4
470,8,12
470,78,-1
470,97,12
470,111,107
470,381,107
470,408,4
470,408,70
470,408,229
470,474,945
470,554,-1
470,694,-1
470,707,12
470,707,107
470,866,12
470,866,4
470,866,35
470,866,70
470,961,-1
471,60,-1
471,338,-1
471,375,48
471,375,4
471,375,35
471,435,48
471,517,4
471,517,605
471,577,41
471,651,48
471,688,-1
471,866,4
471,866,35
471,874,41
471,883,-1
472,17,12
472,92,4
472,92,0
472,92,35
472,217,12
472,250,4
472,250,35
472,419,-1
472,445,4
472,448,12
472,814,4
472,814,35
473,108,4
473,108,35
473,298,4
473,298,78
473,402,4
473,402,35
473,402,40
473,618,41
473,916,4
474,43,-1
474,76,48
474,76,12
474,295,75
474,327,12
474,327,75
474,552,48
474,552,40
474,586,-1
474,974,12
475,12,67
475,67,107
475,68,48
475,107,107
475,163,-1
475,193,35
475,395,278
475,572,48
476,313,-1
476,538,519
476,721,-1
476,860,4
477,290,-1
477,312,-1
477,478,-1
477,542,4
477,542,75
477,744,4
478,4,0
478,161,35
478,476,35
478,662,48
478,662,35
478,722,0
478,722,35
478,729,35
478,796,35
479,25,12
479,25,35
479,137,35
479,173,12
479,718,-1
480,101,13
480,269,0
480,500,-1
480,599,267
480,685,1089
480,685,0
480,723,-1
480,960,13
480,960,70
481,116,-1
481,201,12
481,209,12
481,220,12
481,220,171
481,579,12
481,666,-1
481,705,-1
481,787,70
482,195,0
482,216,-1
482,347,0
482,367,4
482,610,4
482,610,35
482,748,42
482,914,4
482,914,35
483,73,12
483,116,45
483,146,70
483,363,12
483,560,-1
483,567,75
483,596,45
483,687,12
483,741,-1
484,1,10
484,1,12
484,25,12
484,38,-1
484,187,12
484,312,-1
484,356,45
484,379,12
484,379,45
484,582,12
484,594,2
484,850,40
485,226,14
485,255,316
485,459,70
485,459,75
485,470,12
485,617,-1
485,650,-1
485,734,-1
486,283,-1
486,445,48
486,445,4
487,102,41
487,102,38
487,102,40
487,171,4
487,199,4
487,199,35
487,250,4
487,250,35
487,393,67
487,596,4
487,596,35
487,636,70
487,986,4
487,986,2
487,986,35
488,110,12
488,168,-1
488,518,12
488,518,4
488,518,14
488,520,-1
488,633,12
488,800,4
488,969,12
488,969,11
488,969,0
489,144,6
489,414,-1
489,695,12
490,15,0
490,20,38
490,168,-1
490,202,-1
490,252,4
490,549,12
490,549,4
490,939,-1
491,86,113
491,163,-1
491,503,-1
491,619,-1
491,632,-1
491,735,-1
491,934,-1
492,128,-1
492,333,12
492,333,35
492,344,4
492,344,35
492,533,-1
492,589,12
492,589,35
493,106,-1
493,118,12
493,118,4
493,175,192
493,288,-1
493,314,4
493,327,12
493,327,4
493,387,4
493,387,13
493,479,12
493,479,109
493,536,4
493,536,13
493,536,45
493,563,12
493,941,12
493,941,244
494,13,12
494,17,12
494,63,41
494,76,48
494,77,-1
494,156,-1
494,192,-1
494,231,41
494,236,75
494,474,48
494,489,-1
494,639,48
494,791,13
495,63,53
495,63,45
495,69,4
495,69,0
495,69,70
496,52,-1
496,109,65
496,144,4
496,415,4
496,415,35
496,419,-1
496,468,4
496,907,4
496,907,35
496,907,75
497,307,12
497,337,12
497,337,67
497,388,333
497,388,4
497,692,12
497,761,12
498,123,-1
498,159,48
498,209,4
498,330,48
498,351,-1
498,365,48
498,368,-1
498,435,48
498,435,4
498,463,4
498,481,4
498,524,0
498,738,4
498,738,14
498,817,101
498,817,4
498,817,44
499,3,3
499,34,-1
499,85,-1
499,123,12
499,330,12
499,427,13
500,11,12
500,11,4
500,71,4
500,71,7
500,116,-1
500,209,12
500,209,4
500,481,4
500,533,-1
500,627,12
500,627,107
500,627,108
500,645,-1
500,674,113
500,674,4
500,974,12
500,974,108
500,994,43
501,71,4
501,189,113
501,189,4
501,232,4
501,247,113
501,247,4
501,330,12
501,330,244
501,512,12
501,513,243
501,709,41
501,909,-1
502,39,-1
502,42,14
502,42,19
502,64,35
502,213,107
502,256,-1
502,283,41
502,291,-1
502,299,35
502,319,35
502,397,14
502,397,35
502,541,41
503,106,-1
503,459,4
503,460,-1
503,530,4
503,530,45
503,678,4
503,979,48
503,979,45
503,979,4
503,979,35
504,37,142
504,157,-1
504,161,35
504,289,108
504,325,108
504,507,108
504,647,-1
504,660,-1
505,50,4
505,221,107
505,254,4
505,254,40
505,388,4
505,487,-1
505,726,107
506,8,12
506,610,4
506,798,-1
507,32,4
507,32,0
507,46,12
507,46,4
507,56,4
507,56,35
507,202,-1
507,306,4
507,306,14
507,306,0
507,388,4
507,388,14
507,501,4
507,501,35
507,504,4
507,504,35
507,636,70
507,823,12
507,830,12
507,870,12
508,2,4
508,43,4
508,43,0
508,53,-1
508,240,4
508,244,4
508,247,4
508,723,4
508,769,107
508,829,4
509,6,4
509,230,4
509,230,40
509,286,224
509,341,12
509,341,4
509,453,12
509,522,12
509,566,12
509,939,224
510,193,4
510,193,35
510,519,48
510,519,4
510,519,14
510,523,4
510,849,48
511,40,4
511,40,35
511,89,12
511,89,0
511,90,4
511,90,0
511,90,35
511,104,12
511,104,4
511,188,-1
511,267,-1
511,700,113
511,700,4
511,700,35
511,700,12
512,116,41
512,164,126
512,349,4
512,435,4
512,445,4
512,445,40
512,472,12
512,472,4
512,472,35
512,510,41
512,510,70
512,637,4
512,740,-1
513,236,35
513,236,559
513,236,75
513,282,35
513,309,35
513,377,35
513,567,75
513,697,12
513,760,48
513,760,35
513,760,12
514,34,4
514,234,107
514,234,108
514,327,4
514,327,0
514,412,85
514,444,4
515,8,0
515,270,4
515,270,7
515,270,35
515,340,4
515,340,35
515,659,4
515,659,0
515,749,-1
516,144,4
516,284,48
516,284,45
516,622,4
516,675,48
516,675,4
516,881,12
517,28,4
517,88,4
517,88,35
517,161,4
517,161,35
517,185,107
517,185,0
517,222,4
517,222,267
517,251,0
517,264,4
517,330,-1
517,509,65
517,750,65
518,62,4
518,62,35
518,239,354
518,239,4
518,258,4
518,519,48
518,519,35
518,519,45
519,42,4
519,212,-1
519,300,48
519,403,-1
519,493,10
519,493,165
520,302,48
520,302,12
520,306,13
520,480,-1
520,519,48
520,627,48
521,40,4
521,180,-1
521,235,83
521,235,12
521,288,70
521,320,12
521,631,12
521,650,101
521,650,4
521,650,0
521,931,-1
522,27,4
522,27,70
522,112,4
522,231,-1
522,351,12
522,530,4
522,644,4
522,714,4
523,52,-1
523,77,4
523,249,48
523,249,4
523,405,4
523,499,4
524,177,4
524,177,0
524,205,4
524,249,48
524,249,4
524,610,4
524,762,-1
525,176,4
525,176,7
525,176,79
525,191,12
525,225,48
525,225,4
525,584,12
525,777,4
525,777,7
526,25,4
526,290,45
526,458,4
526,569,-1
527,201,12
527,292,55
527,302,12
527,302,108
527,376,4
527,720,243
527,720,65
527,720,40
528,33,7
528,33,133
528,323,4
528,713,12
528,713,107
528,713,108
528,728,85
529,93,4
529,142,4
529,236,4
529,236,70
529,280,22
529,349,307
529,349,4
529,349,56
529,640,0
529,733,4
529,811,56
529,920,4
530,37,-1
530,244,4
530,244,35
530,271,-1
530,395,70
530,655,107
530,768,4
530,768,35
531,10,12
531,113,12
531,215,-1
531,277,48
531,431,48
531,431,4
531,431,12
531,591,48
531,591,12
531,797,122
531,797,4
531,868,48
532,33,-1
532,65,-1
532,151,-1
532,268,378
532,305,-1
532,622,-1
533,72,4
533,657,107
533,661,-1
534,35,-1
534,57,12
534,57,4
534,143,-1
534,147,-1
534,253,4
534,416,12
534,419,-1
534,794,4
534,794,13
535,69,4
535,71,4
535,138,4
535,140,4
535,165,-1
535,493,12
535,760,12
535,760,4
535,809,12
536,61,14
536,137,-1
536,176,192
536,191,243
536,715,-1
536,776,14
537,41,43
537,82,13
537,155,12
537,155,4
537,440,-1
537,493,10
537,695,10
537,695,4
537,911,12
537,911,4
537,911,35
538,211,48
538,211,35
538,237,48
538,237,4
538,450,48
538,483,48
538,483,35
538,854,-1
539,229,12
539,451,-1
539,542,-1
539,839,107
539,839,121
539,881,12
539,905,45
539,960,-1
540,13,0
540,58,0
540,127,0
540,383,10
540,383,378
540,392,14
540,392,35
540,487,0
540,488,0
540,580,0
540,580,35
540,628,35
540,685,0
541,113,12
541,113,108
541,295,75
541,323,-1
541,430,-1
541,576,108
541,605,0
541,732,12
541,732,108
541,762,519
541,818,-1
542,127,0
542,127,35
542,435,35
542,594,243
542,706,0
543,11,12
543,11,0
543,11,35
543,332,12
543,332,4
543,332,56
543,332,35
543,336,4
543,336,35
543,467,4
543,467,35
543,683,-1
543,777,4
543,901,-1
544,207,12
544,336,4
544,380,12
544,380,171
544,426,4
544,426,20
544,482,12
544,483,12
544,599,4
544,685,-1
544,989,4
545,19,4
545,19,14
545,29,4
545,89,56
545,201,4
545,303,108
545,303,56
545,363,4
545,421,-1
545,619,4
545,656,4
545,656,14
545,947,56
546,22,4
546,22,0
546,43,4
546,124,12
546,124,0
546,479,12
546,572,-1
546,577,12
546,628,4
546,628,75
546,770,-1
546,962,126
547,14,4
547,14,0
547,25,12
547,25,4
547,25,110
547,108,4
547,108,14
547,108,35
547,133,4
547,133,0
547,299,12
547,299,35
547,338,12
547,338,0
547,338,196
547,401,0
547,583,4
547,583,35
547,914,12
547,914,4
547,914,35
548,63,55
548,106,65
548,117,-1
548,245,-1
548,299,35
548,360,35
548,669,-1
548,766,244
549,1,12
549,41,41
549,72,4
549,221,107
549,286,224
549,361,-1
549,586,67
549,694,41
549,750,12
549,756,4
549,983,12
550,66,107
550,120,-1
550,218,12
550,312,-1
550,453,12
550,515,-1
550,561,-1
550,688,107
551,14,4
551,14,0
551,51,-1
551,366,298
551,366,108
551,374,12
551,481,4
551,505,12
551,577,12
551,794,48
551,794,4
551,854,0
552,224,48
552,252,4
552,302,48
552,369,4
552,401,-1
552,408,4
552,408,70
552,690,48
552,810,12
553,55,12
553,171,12
553,180,107
553,231,41
553,365,12
553,436,-1
553,715,12
554,243,14
554,349,-1
554,699,-1
554,848,-1
555,76,48
555,76,56
555,228,41
555,228,35
555,457,41
555,556,35
555,945,48
556,3,6
556,3,4
556,57,48
556,73,4
556,73,61
556,108,4
556,142,4
556,252,4
556,280,-1
556,373,6
556,373,4
556,467,48
556,467,4
556,467,49
556,648,-1
556,744,4
556,744,13
556,792,-1
556,817,4
557,3,7
557,4,7
557,5,-1
557,91,40
557,130,-1
557,216,107
557,408,-1
557,669,40
557,796,7
557,890,48
557,890,107
558,5,4
558,19,4
558,210,56
558,420,4
558,420,70
558,439,48
559,217,12
559,374,12
559,374,45
559,916,4
559,916,45
559,935,4
559,935,13
560,267,40
560,267,45
560,268,45
560,389,44
560,392,4
560,392,14
560,431,48
560,662,48
560,662,4
560,662,40
560,701,-1
561,135,42
561,140,48
561,264,171
561,337,-1
561,367,525
561,382,19
561,434,-1
561,436,19
561,507,107
561,800,-1
562,133,4
562,144,4
562,156,4
562,167,4
562,400,65
562,408,4
562,492,-1
562,568,4
562,637,4
562,666,-1
562,835,4
562,870,-1
563,181,12
563,181,4
563,181,35
563,349,4
563,563,12
563,563,45
563,930,13
564,285,12
564,285,107
564,354,12
564,594,243
565,247,-1
565,445,-1
565,450,107
565,523,-1
565,671,12
565,704,-1
566,376,35
566,460,-1
566,572,-1
567,391,113
567,391,4
567,435,4
567,435,35
567,440,-1
567,907,4
568,35,-1
568,198,4
568,198,35
568,221,-1
568,265,40
568,300,10
568,300,0
568,346,4
568,513,12
568,518,12
568,518,35
568,794,4
568,794,72
569,28,48
569,32,12
569,36,38
569,36,40
569,108,4
569,276,4
569,276,40
569,330,48
569,330,12
569,583,48
569,716,48
569,792,40
570,294,-1
570,317,0
570,339,-1
570,367,4
570,367,35
570,810,-1
570,911,4
570,911,35
571,12,0
571,48,126
571,48,0
571,94,-1
571,95,-1
571,188,107
571,373,4
571,373,35
571,403,-1
571,471,-1
571,734,101
571,734,0
572,0,4
572,13,12
572,30,107
572,129,4
572,181,12
572,181,4
572,194,4
572,212,-1
572,217,12
572,217,107
572,217,108
572,230,4
572,230,40
572,385,107
572,385,108
572,423,4
572,500,12
573,13,12
573,13,0
573,50,4
573,111,107
573,111,108
573,181,12
573,497,12
573,579,12
573,785,12
573,785,108
573,876,4
574,78,-1
574,246,12
574,246,0
574,335,12
574,572,-1
574,591,12
574,608,4
574,608,0
574,608,78
575,172,107
575,542,4
575,563,-1
575,821,4
575,997,-1
576,490,-1
576,747,4
576,987,-1
577,60,12
577,702,41
577,702,40
578,126,-1
578,256,243
578,793,43
578,797,4
579,246,4
579,246,0
579,311,48
579,538,519
579,719,13
579,764,-1
580,30,-1
580,32,-1
580,69,95
580,93,283
580,129,-1
580,177,-1
580,332,48
580,332,56
580,414,-1
580,629,-1
581,83,67
581,83,65
581,86,113
581,86,4
581,130,4
581,178,-1
581,311,48
581,311,108
582,1,10
582,1,12
582,158,48
582,206,12
582,268,10
582,352,95
582,352,70
582,352,75
582,566,48
582,566,12
583,104,12
583,104,4
583,147,41
583,165,0
583,205,4
583,218,243
583,218,12
583,263,41
583,476,4
583,476,72
583,718,-1
584,230,4
584,230,40
584,252,4
584,267,40
584,297,380
584,678,4
584,678,40
584,792,40
584,831,-1
585,90,4
585,90,35
585,93,4
585,93,35
585,94,-1
585,125,4
585,125,13
585,205,4
585,205,35
585,205,13
585,248,582
585,347,48
585,442,-1
585,445,48
585,563,-1
585,575,4
585,575,35
585,575,13
585,656,4
585,656,35
586,39,-1
586,107,107
586,167,4
586,167,35
586,250,4
586,250,35
586,259,107
586,395,-1
586,435,4
586,987,-1
587,62,4
587,405,4
587,493,-1
587,600,4
587,706,-1
587,814,4
588,25,4
588,25,35
588,44,27
588,93,4
588,93,35
588,317,40
588,440,-1
588,498,4
588,498,35
588,674,4
588,674,14
588,674,35
588,731,4
588,731,35
589,82,48
589,164,48
589,164,107
589,240,4
589,240,35
589,274,107
589,492,107
589,492,269
589,568,48
589,568,4
589,596,4
589,880,48
589,880,12
590,205,4
590,291,7
590,291,0
590,306,4
590,306,0
590,347,48
590,347,0
590,495,-1
590,534,40
590,580,4
590,774,0
591,9,12
591,9,4
591,32,12
591,32,4
591,40,48
591,40,4
591,78,10
591,100,12
591,102,87
591,102,20
591,169,107
591,169,108
591,269,87
591,269,12
591,269,0
591,381,48
591,381,108
591,464,48
591,464,4
591,464,0
591,662,48
591,662,4
591,781,113
591,781,4
592,173,-1
592,175,-1
592,298,4
592,342,0
592,414,4
592,484,44
592,487,0
592,671,4
592,820,4
593,98,0
593,197,0
593,333,48
593,361,-1
593,476,13
593,503,13
593,583,596
593,789,40
593,865,-1
594,57,48
594,57,4
594,57,12
594,226,4
594,226,35
595,103,12
595,289,-1
595,309,4
595,322,10
595,322,12
595,559,12
595,559,4
595,575,4
595,575,14
595,679,-1
595,757,4
595,801,4
595,859,4
595,884,4
596,167,35
596,175,55
596,203,14
596,493,12
597,66,-1
597,152,12
597,169,-1
597,230,4
597,230,40
597,254,4
597,254,40
597,336,4
597,456,4
597,470,12
597,470,4
597,522,12
597,634,-1
598,50,113
598,85,-1
598,124,0
598,177,113
598,177,0
598,381,108
598,764,45
598,924,-1
599,81,4
599,81,40
599,148,4
599,187,0
599,187,4
599,187,14
599,282,0
599,282,4
599,373,4
599,373,35
599,373,365
599,731,4
599,781,4
599,781,35
599,788,48
599,788,4
599,788,40
600,194,4
600,194,35
600,196,-1
600,405,4
600,405,35
600,524,-1
600,688,107
600,743,4
600,743,35
600,796,4
600,796,35
601,406,35
601,406,0
601,406,45
601,761,12
601,761,108
602,5,12
602,60,12
602,151,0
602,172,108
602,253,40
602,284,108
602,321,40
602,372,0
602,398,12
602,401,0
602,401,40
602,469,108
602,469,72
602,702,40
603,91,38
603,538,-1
604,34,0
604,34,35
604,188,65
604,284,-1
604,357,14
604,357,75
604,518,14
604,518,35
604,655,-1
604,734,65
604,734,40
605,34,0
605,50,13
605,239,0
605,336,-1
605,356,-1
605,382,19
605,465,-1
605,636,-1
605,786,-1
605,958,-1
606,27,35
606,278,-1
606,431,48
606,431,24
606,431,35
606,522,48
606,522,224
606,790,48
606,879,40
606,879,45
607,168,-1
607,383,10
607,481,4
607,481,35
607,481,70
607,490,41
607,490,12
607,615,41
608,24,108
608,336,48
608,336,4
608,599,4
608,728,-1
608,987,378
609,44,56
609,255,13
609,334,56
609,390,13
609,396,7
609,461,35
609,461,13
609,466,0
609,551,35
609,903,56
609,903,35
610,60,107
610,97,107
610,207,-1
610,467,4
610,472,4
610,550,4
610,554,-1
610,741,-1
610,787,107
610,787,70
611,59,4
611,74,43
611,94,82
611,142,4
611,142,35
611,243,4
611,243,35
611,451,4
611,451,13
612,221,-1
612,242,35
612,421,-1
612,541,41
612,643,14
612,643,35
612,672,35
613,1,0
613,178,-1
613,206,0
613,278,-1
613,325,108
613,455,0
613,780,85
614,24,12
614,24,107
614,24,108
614,24,109
614,93,12
614,199,-1
614,368,12
614,372,-1
614,410,109
614,546,12
614,546,716
614,665,-1
615,49,12
615,217,12
615,318,-1
615,334,12
615,489,7
615,498,12
615,625,75
616,109,12
616,112,35
616,141,12
616,223,-1
616,281,14
616,281,13
616,414,35
616,599,56
616,608,-1
616,635,35
616,645,56
616,781,35
616,781,14
617,59,4
617,292,-1
617,570,4
618,21,70
618,205,-1
618,300,10
618,306,-1
618,361,10
618,625,70
618,705,108
618,880,12
618,880,108
619,110,-1
619,246,4
619,258,4
619,316,-1
619,320,-1
619,345,4
619,377,4
619,377,44
619,407,4
619,407,44
619,423,4
619,450,126
619,461,4
619,461,75
619,528,4
619,696,-1
619,770,-1
619,840,-1
620,180,107
620,180,45
620,266,4
620,445,4
620,806,4
620,889,107
621,145,67
621,153,4
621,183,4
621,183,35
621,346,35
621,561,67
621,561,20
622,30,107
622,44,56
622,276,-1
622,295,45
622,295,75
622,371,-1
622,515,14
622,784,-1
623,228,-1
623,315,-1
623,492,-1
624,66,48
624,118,12
624,118,4
624,118,35
624,146,7
624,184,12
624,184,4
624,184,35
624,599,4
625,132,-1
625,197,-1
625,263,6
625,348,-1
625,365,12
625,375,12
625,399,13
625,477,12
625,490,12
625,688,-1
625,909,108
626,77,4
626,110,-1
626,298,4
626,298,7
626,304,-1
626,343,4
626,439,48
626,565,-1
626,660,10
627,70,12
627,70,4
627,150,113
627,150,14
627,150,0
627,249,48
627,249,4
627,249,35
627,249,12
627,277,48
627,323,4
627,409,48
627,409,4
627,409,40
627,547,4
627,547,0
627,547,35
627,648,41
627,872,6
628,159,4
628,545,-1
628,552,4
628,552,35
628,591,-1
628,670,4
628,920,4
629,3,6
629,3,0
629,58,0
629,241,0
629,241,13
629,272,12
629,292,41
629,361,-1
629,371,20
629,371,13
629,372,0
629,372,13
629,414,-1
629,428,41
629,431,12
629,597,41
629,597,0
629,710,12
629,710,56
629,785,12
629,994,41
630,15,-1
630,20,38
630,287,-1
630,693,48
630,700,113
630,700,4
630,700,1275
631,245,4
631,608,4
631,608,0
632,179,4
633,132,4
633,232,4
633,333,48
633,333,35
633,374,11
633,451,4
633,451,35
633,477,-1
633,481,4
633,481,35
633,540,4
633,734,40
634,173,108
634,376,4
634,376,56
634,821,207
634,821,4
635,26,4
635,89,0
635,182,4
635,182,0
635,624,107
635,686,7
635,755,65
635,794,4
635,794,7
636,154,4
636,154,0
636,154,35
636,203,-1
636,269,4
636,269,7
636,269,0
636,306,4
636,306,0
636,339,107
636,344,48
636,542,4
636,542,7
636,542,70
637,14,0
637,14,70
637,151,0
637,153,48
637,183,48
637,238,48
637,238,40
637,345,48
637,369,0
637,465,40
637,593,107
637,593,108
637,725,0
638,323,35
638,750,12
638,763,108
639,187,113
639,187,14
640,33,7
640,70,4
640,70,7
640,98,-1
640,215,-1
640,239,4
640,279,4
640,559,4
640,570,4
640,570,14
640,650,119
640,650,48
640,650,4
640,657,-1
641,34,0
641,46,-1
641,415,35
641,529,107
641,633,107
641,653,-1
641,786,-1
641,946,107
642,46,12
642,224,-1
642,303,56
642,512,12
642,520,-1
642,689,12
642,850,-1
642,940,35
642,977,12
643,167,4
643,266,48
643,266,4
643,361,-1
643,534,40
643,543,107
643,564,48
643,564,107
643,607,48
643,607,4
643,720,40
643,918,4
644,284,48
644,284,224
644,322,35
644,398,-1
644,442,243
644,482,-1
644,507,13
644,903,48
645,152,12
645,152,4
645,383,48
645,495,12
645,555,48
645,617,48
645,617,4
645,703,44
645,703,0
645,903,48
646,15,-1
646,81,-1
646,285,12
646,292,41
646,316,12
647,54,70
647,180,107
647,185,12
647,577,41
647,687,12
647,950,-1
648,312,-1
648,322,4
648,322,35
648,407,4
648,407,40
648,457,-1
648,509,-1
648,915,4
648,915,0
648,915,40
649,41,38
649,91,38
649,244,35
649,417,48
649,450,48
649,450,107
649,930,113
650,1,13
650,10,-1
650,30,13
650,40,4
650,72,4
650,73,4
650,73,40
650,357,6
650,357,4
650,436,4
650,436,13
650,440,-1
650,446,82
650,528,4
651,13,45
651,258,-1
652,40,4
652,93,4
652,475,-1
652,871,40
653,199,4
653,199,35
653,253,48
653,253,35
653,253,40
653,384,4
653,384,35
653,396,4
653,427,65
653,531,72
653,684,48
654,232,4
654,232,14
654,232,13
654,571,-1
654,607,4
654,875,12
654,875,107
654,900,4
655,142,229
655,261,45
655,306,-1
655,717,-1
655,745,48
655,745,108
656,124,-1
656,141,-1
656,180,-1
656,209,4
656,230,4
656,261,4
656,261,374
656,261,35
656,426,4
656,448,-1
656,600,4
656,725,4
656,807,4
656,807,35
656,811,519
657,295,7
658,34,-1
658,63,56
658,85,56
658,115,-1
658,141,-1
658,152,30
658,195,56
658,260,-1
658,417,-1
658,468,-1
658,641,-1
658,910,14
659,29,4
659,432,-1
659,577,12
659,901,48
659,901,40
660,17,12
660,17,56
660,29,122
660,56,122
660,56,6
660,131,4
660,131,2
660,449,12
660,855,12
661,146,-1
661,322,12
661,322,4
661,359,108
661,430,-1
661,539,4
661,539,35
661,659,12
661,659,4
661,904,12
661,920,4
661,920,75
662,76,0
662,76,224
662,103,107
662,103,108
662,127,4
662,127,0
662,245,4
662,385,107
662,385,224
662,578,-1
662,612,107
662,617,4
662,683,107
662,836,0
662,847,4
663,45,-1
663,79,-1
663,194,4
663,361,-1
663,462,4
663,504,4
663,544,-1
663,594,-1
663,660,-1
663,677,-1
663,764,244
663,766,244
663,797,4
663,858,4
663,891,-1
664,54,70
664,252,-1
664,267,41
664,267,40
664,315,-1
664,419,10
664,660,10
664,660,11
665,36,141
665,63,53
665,68,108
665,175,-1
665,217,108
665,387,-1
665,543,108
666,29,4
666,60,12
666,477,12
666,477,232
666,561,67
666,687,12
666,687,165
666,695,48
666,695,4
666,695,12
667,16,4
667,16,0
667,16,20
667,66,48
667,97,48
667,97,12
667,318,48
667,318,4
667,438,4
667,438,0
667,608,4
667,608,0
667,832,605
668,72,4
668,99,4
668,99,40
668,299,12
668,299,4
668,850,4
669,35,-1
669,39,-1
669,64,-1
669,98,107
669,191,-1
669,206,0
669,220,-1
669,287,-1
669,351,-1
669,534,41
669,562,-1
669,570,-1
669,666,107
670,34,0
670,41,40
670,73,12
670,73,40
670,193,-1
670,194,0
670,200,14
670,200,13
670,292,55
670,477,12
670,790,14
670,790,40
671,10,56
671,144,4
671,162,4
671,162,45
671,299,4
671,299,45
671,875,-1
672,130,12
672,131,4
672,131,0
672,747,4
672,747,35
672,859,4
672,859,35
672,865,12
672,992,48
673,98,12
673,98,0
673,104,12
673,248,41
673,324,41
673,324,12
673,348,0
673,416,12
673,416,56
673,416,2
673,454,12
673,478,-1
673,492,-1
674,68,48
674,261,-1
674,349,7
674,371,-1
674,373,7
674,507,-1
674,572,48
674,586,87
674,609,7
674,609,70
674,777,7
674,777,70
674,796,7
674,938,-1
674,968,48
675,32,0
675,32,20
675,38,0
675,79,-1
675,180,-1
675,349,7
675,360,-1
675,426,20
676,48,-1
676,60,62
676,142,4
676,253,4
676,262,259
676,386,4
676,386,45
676,444,4
676,539,4
676,914,4
677,16,4
677,126,-1
677,459,4
677,459,45
678,69,4
678,69,75
678,170,41
678,694,41
679,45,41
679,45,99
679,127,4
679,127,0
679,239,354
679,239,4
679,239,0
679,347,48
679,347,0
679,347,224
679,348,48
679,348,4
679,524,99
679,593,107
679,748,41
680,124,12
680,276,35
680,276,40
680,543,13
680,580,35
680,621,35
680,887,13
681,40,4
681,40,35
681,155,4
681,238,4
681,286,-1
681,786,40
681,953,40
682,11,12
682,11,35
682,73,12
682,73,4
682,103,12
682,182,12
682,182,35
682,208,12
682,214,4
682,226,4
682,226,35
682,301,4
682,327,12
682,351,12
682,400,-1
682,660,12
682,781,4
682,781,35
683,120,4
683,120,35
683,120,40
683,179,4
683,179,35
683,184,12
683,184,4
683,184,0
683,196,8
683,196,0
683,201,12
683,201,4
683,266,48
683,407,48
683,407,35
683,891,12
683,891,0
683,968,48
683,968,243
684,163,4
684,163,19
684,336,4
684,392,4
684,392,45
684,439,-1
684,726,0
684,895,-1
685,89,12
685,159,48
685,159,4
685,159,12
685,211,48
685,211,4
685,211,14
685,211,35
685,264,4
685,264,35
685,270,4
685,270,35
685,330,48
685,330,12
685,599,4
685,640,0
685,799,48
685,799,0
685,799,35
685,913,48
685,913,4
685,913,35
686,2,4
686,2,14
686,5,12
686,71,4
686,73,12
686,73,4
686,77,4
686,179,4
686,228,12
686,228,4
686,244,4
686,291,-1
686,848,12
686,891,12
686,891,55
686,997,12
687,41,-1
687,167,0
687,167,121
687,515,113
688,25,12
688,25,35
688,29,4
688,29,72
688,254,4
688,254,35
688,286,-1
688,313,-1
688,384,4
688,384,35
688,502,12
688,535,12
688,535,4
689,62,4
689,62,0
689,141,-1
689,209,4
689,285,-1
689,383,-1
689,647,41
689,753,0
689,770,41
690,21,4
690,21,0
690,21,35
690,301,4
690,301,35
690,302,12
690,302,107
690,486,4
690,582,12
690,611,107
690,695,12
690,695,4
690,695,35
691,2,20
691,112,-1
691,250,45
691,351,7
691,381,-1
691,536,45
691,590,45
691,770,41
692,53,12
692,80,12
692,127,4
692,190,13
692,195,56
692,250,4
692,250,13
692,257,12
692,257,67
692,309,4
692,533,-1
692,635,4
692,635,40
692,695,12
692,695,4
692,794,4
693,51,-1
693,365,48
693,365,244
693,626,48
693,626,67
693,635,48
693,637,0
693,786,41
694,35,137
694,35,48
694,196,-1
694,316,48
694,367,4
694,618,55
694,704,4
694,756,4
695,190,-1
695,227,4
695,237,48
695,237,4
695,267,43
695,273,113
695,273,374
695,273,35
695,276,4
695,276,35
695,420,4
695,420,75
695,498,12
695,498,4
695,498,35
696,15,-1
696,98,103
696,98,12
696,122,56
696,220,48
696,242,-1
696,470,12
696,606,12
696,649,-1
696,707,103
696,707,12
696,736,-1
696,778,48
696,814,-1
697,112,87
697,165,-1
697,266,-1
697,324,12
697,628,75
697,635,44
697,745,12
697,749,-1
697,833,-1
697,850,44
697,901,44
698,29,4
698,240,4
698,300,48
698,310,48
698,399,4
698,399,14
698,399,13
698,724,-1
698,737,12
698,737,13
698,747,4
698,753,-1
698,969,10
698,969,12
698,969,165
699,23,99
699,44,56
699,92,7
699,92,56
699,94,56
699,211,14
699,211,35
699,234,107
699,248,-1
699,396,99
699,396,7
699,468,35
699,775,107
700,5,4
700,14,4
700,14,70
700,87,4
700,87,35
700,200,4
