movieid,tagid,tagCount
3851,41,1226
3851,26,1099
3851,23,861
3851,25,837
3851,2041,618
3851,807,543
3852,152,88
3852,4416,47
3852,4417,32
3852,193,30
3852,696,26
3852,156,25
3853,803,44
3853,10,33
3854,152,1101
3854,1297,657
3854,4418,493
3854,424,314
3854,12,221
3854,4419,90
3854,696,89
3854,4420,39
3855,1502,201
3855,3448,200
3855,1,193
3855,430,159
3855,6,100
3855,4421,50
3855,4422,34
3855,306,32
3856,2247,824
3856,305,741
3856,2600,361
3856,357,221
3856,4423,186
3856,287,138
3856,7,112
3856,1279,78
3857,80,129
3857,506,128
3857,3262,65
3857,101,58
3857,33,30
3857,28,24
3858,79,429
3858,80,346
3858,82,320
3858,4424,181
3858,3821,113
3858,92,80
3858,44,59
3858,81,53
3859,1469,7890
3859,4425,4456
3859,21,4145
3859,1,3614
3859,10,2426
3859,1471,1760
3859,27,1586
3859,2278,730
3860,1,906
3860,2236,858
3860,26,513
3860,41,382
3860,23,334
3860,4426,298
3860,324,183
3860,4427,143
3861,1,123
3861,33,92
3861,36,64
3861,2865,52
3861,2864,42
3861,21,27
3861,2866,25
3861,722,21
3862,2204,5901
3862,79,5225
3862,21,4003
3862,23,2764
3862,297,2720
3862,4428,2250
3862,2206,1128
3862,84,1102
3863,152,1777
3863,1297,930
3863,4357,620
3863,424,415
3863,12,389
3863,4429,202
3863,4430,147
3863,696,115
3864,1767,14260
3864,25,12767
3864,1722,11843
3864,309,9886
3864,619,7522
3864,3,6425
3864,2,5886
3864,249,3825
3865,302,116
3865,24,93
3865,4431,49
3865,28,40
3865,71,36
3865,1642,30
3865,470,29
3866,16,1210
3866,297,1002
3866,26,758
3866,4432,490
3866,41,489
3866,23,436
3866,21,362
3866,4433,285
3867,152,147
3867,10,74
3867,156,51
3867,3048,40
3867,696,32
3867,4434,30
3868,4435,38
3868,12,32
3868,4436,28
3869,79,171
3869,12,99
3869,4437,48
3869,84,32
3870,80,1080
3870,101,946
3870,25,648
3870,4438,641
3870,4439,511
3870,4092,391
3870,1,239
3870,2834,227
3871,79,3049
3871,10,2102
3871,609,2041
3871,13,986
3871,43,957
3871,84,683
3871,4316,566
3871,4440,548
3872,43,8897
3872,10,7198
3872,3335,5071
3872,5,4528
3872,13,3544
3872,1064,3261
3872,4441,2223
3872,4442,1808
3873,587,9369
3873,5,6350
3873,10,4650
3873,588,2897
3873,13,2608
3873,4443,1869
3873,12,1224
3873,7,1222
3874,43,4603
3874,10,3356
3874,1151,2551
3874,13,1869
3874,1064,1561
3874,5,1168
3874,4444,1062
3874,4445,908
3875,10,10419
3875,5,3859
3875,1947,3552
3875,14,2619
3875,4316,2331
3875,999,1495
3875,1,596
3875,18,507
3876,1012,1601
3876,269,1376
3876,2229,1360
3876,12,1248
3876,10,772
3876,271,661
3876,18,625
3876,13,582
3877,79,1781
3877,4446,1269
3877,10,1233
3877,1469,644
3877,84,572
3877,1,540
3877,4447,506
3877,1268,208
3878,1469,758
3878,1,392
3878,4448,214
3878,10,188
3878,4173,129
3878,1471,118
3878,1911,87
3878,4449,72
3879,1469,491
3879,2607,348
3879,187,221
3879,10,113
3879,1471,58
3879,4301,34
3879,4450,32
3880,2456,18700
3880,25,17915
3880,12,15727
3880,21,11863
3880,270,10662
3880,173,6816
3880,4451,6792
3880,1012,4682
3881,1469,2163
3881,1,782
3881,4449,651
3881,24,439
3881,10,343
3881,470,269
3881,4173,247
3881,1472,244
3882,79,441
3882,10,321
3882,457,215
3882,1469,203
3882,1,154
3882,1268,87
3882,97,67
3882,4452,56
3883,10,1538
3883,71,1392
3883,142,1211
3883,187,774
3883,13,629
3883,4453,606
3883,310,505
3883,1394,479
3884,101,325
3884,3298,260
3884,80,233
3884,1264,188
3884,4454,136
3884,3300,98
3884,4455,97
3884,4456,55
3885,366,53
3885,80,30
3886,152,140
3886,1297,110
3886,375,59
3886,12,36
3886,1068,35
3886,4048,23
3887,4457,487
3887,4458,281
3887,26,215
3887,157,171
3887,4459,133
3887,41,122
3887,23,113
3887,159,72
3888,80,284
3888,4460,238
3888,313,204
3888,378,119
3888,101,117
3888,2363,81
3888,508,77
3888,71,73
3889,1486,91
3889,79,62
3889,82,49
3889,80,46
3889,313,38
3890,152,121
3890,4461,113
3890,4462,48
3890,4463,26
3890,4009,24
3890,4464,23
3891,4465,329
3891,53,162
3891,17,146
3891,12,90
3891,21,81
3891,33,48
3892,4466,37
3892,45,30
3893,29,2307
3893,10,1615
3893,156,1375
3893,486,1055
3893,1515,875
3893,13,689
3893,4467,504
3893,4468,427
3894,1469,1268
3894,187,607
3894,3839,245
3894,1472,163
3894,142,161
3894,10,142
3894,1471,131
3894,1529,130
3895,33,996
3895,1463,680
3895,36,538
3895,28,438
3895,2545,424
3895,89,254
3895,2396,241
3895,2397,220
3896,37,9988
3896,1179,4247
3896,4469,4014
3896,26,3837
3896,1722,3711
3896,40,3176
3896,23,3066
3896,41,2436
3897,2752,614
3897,2,535
3897,3,466
3897,25,419
3897,924,318
3897,1,179
3897,395,112
3897,4470,99
3898,2199,630
3898,152,538
3898,80,366
3898,199,205
3898,4471,106
3898,101,92
3898,3927,58
3898,696,57
3899,71,786
3899,80,641
3899,3323,268
3899,4472,154
3899,665,101
3899,2223,94
3899,313,60
3899,4473,55
3900,287,254
3900,4474,214
3900,932,115
3900,288,84
3900,2561,59
3900,249,54
3900,2560,42
3900,152,38
3901,77,6573
3901,79,4213
3901,80,3255
3901,28,2063
3901,130,2050
3901,4475,1795
3901,82,1702
3901,81,814
3902,80,127
3902,497,85
3902,498,75
3902,499,53
3902,101,52
3902,314,33
3902,4476,21
3903,3670,3752
3903,29,1524
3903,4477,1348
3903,2282,1169
3903,430,967
3903,1471,869
3903,25,373
3903,2278,260
3904,2774,515
3904,10,395
3904,21,362
3904,25,305
3904,13,247
3904,2775,173
3904,642,101
3904,7,93
3905,80,781
3905,2214,682
3905,101,653
3905,426,371
3905,4478,352
3905,219,259
3905,7,181
3905,2451,163
3906,64,194
3906,25,135
3906,310,94
3906,50,87
3906,4479,68
3906,151,63
3906,33,36
3906,93,34
3907,1469,1471
3907,4480,412
3907,4481,292
3907,1,232
3907,10,203
3907,1472,157
3907,102,144
3907,1529,124
3908,1469,113
3908,4482,52
3908,4483,43
3908,43,33
3909,1469,113
3909,4484,66
3909,45,65
3909,10,25
3910,263,10482
3910,142,10448
3910,10,5603
3910,375,4905
3910,378,4260
3910,310,2454
3910,1876,1640
3910,18,952
3911,4451,169
3911,12,107
3911,3605,91
3911,25,81
3911,21,70
3911,173,58
3911,270,56
3911,1297,53
3912,152,125
3912,1297,81
3912,424,32
3912,2609,24
3913,10,15679
3913,291,13830
3913,25,11874
3913,741,6164
3913,50,4879
3913,21,3909
3913,18,3738
3913,3376,2968
3914,236,281
3914,45,198
3914,10,155
3914,4485,98
3914,13,76
3914,21,58
3914,140,48
3914,7,36
3915,2,2734
3915,378,2490
3915,3,1672
3915,494,1344
3915,263,1292
3915,4486,1085
3915,4487,541
3915,382,483
3916,152,704
3916,4488,552
3916,4489,381
3916,10,209
3916,1842,176
3916,696,80
3916,13,79
3916,444,56
3917,10,208
3917,565,114
3917,1062,107
3917,562,95
3917,25,90
3917,13,84
3917,1961,79
3917,21,69
3918,4490,205
3918,45,186
3918,33,177
3918,64,136
3918,143,121
3918,21,56
3918,607,53
3918,625,40
3919,3091,119
3919,80,116
3919,101,67
3919,4491,64
3919,3297,60
3919,142,36
3919,663,32
3919,2795,32
3920,80,260
3920,1299,227
3920,2427,188
3920,101,157
3920,313,88
3920,4492,60
3920,1301,58
3920,4493,39
3921,4494,119
3921,26,84
3921,23,77
3921,944,68
3921,4495,46
3921,41,35
3921,21,30
3921,4496,25
3922,33,87
3922,36,41
3922,1025,37
3922,4497,21
3923,152,763
3923,10,332
3923,4212,237
3923,4498,156
3923,13,119
3923,696,87
3923,255,86
3923,4213,67
3924,152,1763
3924,170,1003
3924,4499,462
3924,199,333
3924,10,262
3924,300,211
3924,444,164
3924,13,162
3925,33,185
3925,1544,137
3925,1546,88
3925,1545,68
3925,36,61
3925,2763,43
3925,607,26
3925,1773,21
3926,152,265
3926,229,146
3926,1831,70
3926,1832,47
3926,3240,39
3926,319,37
3927,10,187
3927,102,103
3927,13,90
3927,1553,59
3927,4500,58
3927,395,52
3927,169,43
3927,18,33
3928,340,76
3928,152,69
3928,444,23
3928,119,22
3929,132,238
3929,29,170
3929,3379,120
3929,133,105
3929,4501,83
3929,3380,66
3929,4502,52
3929,769,31
3930,1469,19063
3930,1123,11814
3930,10,4677
3930,142,4663
3930,1471,4211
3930,4503,3067
3930,4504,2714
3930,18,2564
3931,2329,93
3931,71,61
3931,64,32
3931,4505,23
3932,2,362
3932,263,340
3932,3,307
3932,378,223
3932,623,180
3932,552,174
3932,142,124
3932,4506,86
3933,4507,104
3933,4508,104
3933,4509,85
3933,2363,63
3933,10,56
3933,315,41
3933,4510,32
3933,7,24
3934,152,1016
3934,4511,774
3934,156,516
3934,10,409
3934,35,353
3934,371,333
3934,202,238
3934,4512,155
3935,2075,764
3935,80,540
3935,101,282
3935,2076,249
3935,558,127
3935,607,100
3935,216,81
3935,893,79
3936,105,179
3936,80,119
3936,1132,94
3936,79,86
3936,92,63
3936,82,37
3937,105,242
3937,80,162
3937,1132,138
3937,79,105
3937,92,80
3937,82,62
3937,97,22
3937,1126,22
3938,430,28
3938,1540,22
3938,4092,21
3939,152,372
3939,229,255
3939,156,159
3939,1831,123
3939,319,59
3939,1832,59
3939,696,50
3939,216,35
3940,2,501
3940,92,346
3940,3,299
3940,4513,230
3940,90,200
3940,516,139
3940,0,112
3940,431,107
3941,451,490
3941,152,425
3941,33,140
3941,132,98
3941,1361,81
3941,1362,57
3941,453,55
3941,459,52
3942,1687,3025
3942,3,2779
3942,2,2714
3942,2849,2204
3942,1,1784
3942,25,1442
3942,794,1389
3942,3725,635
3943,101,1791
3943,471,1318
3943,80,1284
3943,4514,895
3943,4515,782
3943,4516,773
3943,25,644
3943,2926,371
3944,79,176
3944,132,117
3944,84,68
3944,2206,40
3944,23,36
3944,4517,35
3944,3440,28
3944,2204,26
3945,1469,212
3945,1,112
3945,4518,64
3945,10,54
3945,610,53
3945,4449,45
3945,1471,44
3945,6,42
3946,79,37
3946,82,28
3946,80,24
3947,710,1416
3947,10,1054
3947,142,915
3947,138,897
3947,143,879
3947,25,728
3947,12,632
3947,18,626
3948,10,111
3948,263,84
3948,378,75
3948,310,49
3948,524,43
3948,13,42
3948,306,26
3949,152,133
3949,905,65
3949,10,38
3949,4519,27
3949,2609,25
3950,430,117
3950,5,110
3950,29,81
3950,1502,55
3950,4520,52
3950,4521,42
3950,4522,37
3950,306,21
3951,79,2764
3951,1130,2388
3951,12,2182
3951,1,870
3951,84,577
3951,395,446
3951,112,347
3951,97,296
3952,5,665
3952,624,653
3952,10,596
3952,187,413
3952,13,278
3952,645,255
3952,585,231
3952,4523,176
3953,2,894
3953,1,793
3953,3,695
3953,3830,638
3953,5,465
3953,765,266
3953,2641,246
3953,220,178
3954,1193,44
3954,12,41
3955,38,634
3955,516,533
3955,2,445
3955,3,408
3955,1489,367
3955,25,333
3955,4524,135
3955,220,117
3956,3129,167
3956,2,109
3956,432,78
3956,1977,59
3956,3,54
3956,737,41
3956,4525,33
3956,1278,31
3957,0,931
3957,2,464
3957,1,444
3957,3,268
3957,1494,139
3957,324,131
3957,6,112
3957,7,83
3958,25,4601
3958,10,3791
3958,4526,2906
3958,1373,2486
3958,13,2200
3958,4527,1494
3958,1,1221
3958,1841,1035
3959,142,2088
3959,10,1523
3959,256,1079
3959,263,929
3959,13,688
3959,258,572
3959,187,533
3959,4528,422
3960,1,2053
3960,10,1436
3960,13,815
3960,6,608
3960,25,545
3960,476,429
3960,4529,386
3960,395,372
3961,345,14424
3961,10,8137
3961,45,7908
3961,347,5120
3961,4530,4379
3961,18,3984
3961,13,3596
3961,7,1701
3962,10,34
3962,300,26
3963,10,1862
3963,1997,1842
3963,1,1510
3963,25,1355
3963,28,1248
3963,13,1075
3963,102,612
3963,4531,512
3964,1,106
3964,10,86
3964,13,34
3964,395,30
3965,4532,713
3965,45,561
3965,89,421
3965,33,209
3965,18,167
3965,395,124
3965,229,103
3965,7,80
3966,88,122
3966,540,86
3966,537,71
3966,538,52
3966,4533,28
3966,539,27
3966,395,27
3966,296,23
3967,594,2028
3967,33,1721
3967,36,1081
3967,142,994
3967,595,639
3967,25,521
3967,4534,425
3967,5,270
3968,5,117
3968,229,94
3968,319,44
3968,624,38
3968,442,22
3969,10,579
3969,25,481
3969,50,326
3969,13,325
3969,4535,203
3969,3722,134
3969,395,115
3969,7,88
3970,12,137
3970,25,100
3970,173,61
3970,18,39
3970,71,36
3970,395,36
3970,4536,31
3970,89,29
3971,80,302
3971,3141,227
3971,101,220
3971,1179,203
3971,4292,131
3971,619,94
3971,249,66
3971,4537,45
3972,33,520
3972,36,333
3972,142,271
3972,18,160
3972,4538,153
3972,306,99
3972,2511,85
3972,4539,73
3973,22,9036
3973,26,4312
3973,4540,3649
3973,23,3611
3973,9,3276
3973,41,2726
3973,1380,2629
3973,25,1641
3974,79,92
3974,10,61
3974,21,35
3974,4541,32
3974,4542,27
3974,611,25
3974,297,22
3975,5,5024
3975,2739,2746
3975,10,2503
3975,4543,1588
3975,13,1186
3975,187,1169
3975,33,910
3975,395,675
3976,10,718
3976,187,688
3976,119,538
3976,5,482
3976,16,356
3976,13,302
3976,18,194
3976,395,163
3977,142,221
3977,10,193
3977,187,193
3977,13,102
3977,71,75
3977,395,52
3977,263,42
3977,4544,40
3978,1,610
3978,10,457
3978,28,423
3978,13,246
3978,404,217
3978,4545,157
3978,476,137
3978,44,105
3979,2,649
3979,5,583
3979,3,466
3979,624,338
3979,3705,258
3979,759,217
3979,277,197
3979,1276,196
3980,142,295
3980,10,218
3980,187,201
3980,13,120
3980,263,103
3980,306,49
3980,71,48
3980,7,29
3981,14,686
3981,791,501
3981,12,465
3981,9,382
3981,310,286
3981,154,216
3981,4546,184
3981,7,138
3982,622,162
3982,3,80
3982,2,78
3982,2681,40
3982,164,34
3982,495,29
3982,18,24
3982,25,23
3983,10,384
3983,28,308
3983,4547,213
3983,1169,206
3983,13,163
3983,44,76
3983,4548,59
3983,4549,54
3984,287,755
3984,216,531
3984,154,396
3984,25,264
3984,288,230
3984,4550,148
3984,7,130
3984,4551,87
3985,501,97
3985,33,71
3985,36,58
3985,2230,44
3986,5,133
3986,187,84
3986,12,66
3986,624,63
3986,119,53
3986,10,47
3986,13,40
3986,395,37
3987,33,581
3987,270,512
3987,36,363
3987,21,336
3987,4552,245
3987,1012,167
3987,7,110
3987,18,97
3988,152,175
3988,33,85
3988,424,72
3988,423,60
3988,426,28
3988,36,24
3989,33,305
3989,36,237
3989,50,134
3989,4553,117
3989,1869,82
3989,2342,61
3989,730,58
3989,25,37
3990,33,38
3990,996,28
3990,534,25
3991,2075,108
3991,80,55
3991,101,27
3991,1357,21
3992,1469,782
3992,1151,411
3992,43,345
3992,10,232
3992,1471,209
3992,4445,156
3992,21,148
3992,25,97
3993,71,2132
3993,33,1779
3993,739,1216
3993,4554,1136
3993,36,714
3993,216,627
3993,2797,365
3993,4555,316
3994,454,2246
3994,10,1931
3994,1771,1775
3994,4556,1305
3994,24,1296
3994,1,940
3994,13,886
3994,515,617
3995,92,306
3995,632,255
3995,1669,211
3995,10,168
3995,1670,119
3995,1671,77
3995,1673,66
3995,108,65
3996,92,282
3996,955,219
3996,1669,181
3996,10,138
3996,1670,104
3996,1671,76
3996,4557,54
3996,106,53
3997,131,329
3997,92,286
3997,1669,170
3997,10,133
3997,1670,91
3997,1671,66
3997,106,49
3997,1673,32
3998,92,208
3998,1669,146
3998,10,124
3998,1670,91
3998,1671,63
3998,4558,46
3998,108,37
3998,1673,24
3999,92,265
3999,1669,178
3999,10,143
3999,1670,107
3999,1072,92
3999,1433,77
3999,1671,76
3999,108,51
4000,92,208
4000,1669,137
4000,10,119
4000,1670,76
4000,1671,63
4000,4559,43
4000,106,41
4001,56,355
4001,92,292
4001,1669,182
4001,10,132
4001,1670,97
4001,1671,87
4001,106,50
4001,273,31
4002,152,208
4002,33,157
4002,4560,76
4002,4561,48
4002,36,40
4002,4562,33
4002,696,27
4002,559,26
4003,71,188
4003,430,134
4003,1502,89
4003,4563,83
4003,24,33
4004,33,394
4004,36,242
4004,25,157
4004,386,132
4004,353,98
4004,1925,68
4004,395,66
4004,66,57
4005,152,341
4005,4564,186
4005,23,71
4005,4565,53
4005,41,47
4005,26,27
4005,444,23
4006,101,588
4006,80,557
4006,4566,257
4006,4567,215
4006,50,185
4006,28,178
4006,169,107
4006,25,76
4007,3923,314
4007,156,293
4007,236,191
4007,140,170
4007,10,114
4007,45,90
4007,229,70
4007,13,55
4008,64,695
4008,151,413
4008,300,290
4008,4568,278
4008,27,215
4008,18,166
4008,297,141
4008,2545,110
4009,4569,267
4009,1553,183
4009,4570,145
4009,23,120
4009,26,115
4009,41,105
4009,3393,96
4009,28,86
4010,980,171
4010,4134,129
4010,693,74
4010,23,61
4010,26,60
4010,944,53
4010,216,22
4010,4135,21
4011,2442,96
4011,4571,69
4011,4572,36
4011,4573,33
4012,2509,205
4012,1469,126
4012,4574,92
4012,470,73
4012,10,71
4012,24,65
4012,4575,52
4012,169,48
4013,4576,3245
4013,79,2482
4013,80,2051
4013,81,1482
4013,82,1453
4013,21,1213
4013,3821,1190
4013,25,791
4014,243,1640
4014,80,1350
4014,101,1013
4014,244,890
4014,25,624
4014,4577,498
4014,21,489
4014,28,261
4015,2834,1043
4015,1589,895
4015,80,675
4015,4578,595
4015,404,400
4015,28,366
4015,101,343
4015,1,179
4016,2303,32
4017,1132,183
4017,12,146
4017,79,99
4017,92,92
4017,97,24
4018,1132,1566
4018,12,1085
4018,79,775
4018,92,683
4018,25,383
4018,4579,257
4018,173,211
4018,4580,142
4019,1132,308
4019,154,252
4019,79,169
4019,92,160
4019,25,62
4019,418,50
4019,4581,27
4019,97,21
4020,1132,2007
4020,154,1355
4020,79,1064
4020,92,863
4020,2331,411
4020,4582,293
4020,682,240
4020,831,209
4021,2870,366
4021,26,255
4021,41,205
4021,4583,181
4021,4584,179
4021,4585,178
4021,23,139
4021,25,126
4022,509,72
4022,80,67
4022,101,38
4022,9,27
4022,4586,26
4023,1469,3428
4023,140,2128
4023,1019,1814
4023,2607,1584
4023,42,1046
4023,1297,649
4023,1471,606
4023,10,534
4024,33,475
4024,36,322
4024,71,319
4024,4587,264
4024,50,179
4024,4588,105
4024,4589,80
4024,7,55
4025,451,9525
4025,132,5385
4025,1342,4947
4025,449,3942
4025,4590,3538
4025,133,3364
4025,25,2287
4025,7,732
4026,33,92
4026,36,47
4026,50,29
4026,25,23
4026,4591,21
4027,284,106
4027,375,47
4027,4592,39
4027,852,37
4027,4593,26
4028,4594,13301
4028,80,11424
4028,4595,10022
4028,101,8476
4028,28,5253
4028,1064,4687
4028,3298,4347
4028,25,2659
4029,1674,32
4029,1,25
4030,2598,339
4030,1834,265
4030,101,246
4030,80,218
4030,1833,111
4030,4596,93
4030,7,56
4030,4597,49
4031,1343,332
4031,12,245
4031,4598,157
4031,4599,151
4031,4600,88
4031,24,80
4031,4601,64
4031,249,56
4032,152,73
4032,1297,70
4033,101,310
4033,4602,257
4033,80,221
4033,4603,186
4033,43,162
4033,4604,101
4033,4605,93
4033,4606,54
4034,1486,249
4034,80,179
4034,101,134
4034,4607,96
4034,4385,67
4034,14,61
4034,9,50
4034,395,36
4035,1299,565
4035,80,536
4035,101,402
4035,1321,324
4035,4608,298
4035,313,277
4035,4386,271
4035,378,160
4036,33,84
4036,36,54
4036,4609,38
4037,2327,413
4037,2,210
4037,3,208
4037,1,156
4037,623,87
4037,4610,60
4037,6,59
4037,108,44
4038,33,55
4038,36,44
4039,33,371
4039,36,193
4039,71,135
4039,4361,101
4039,4360,95
4039,4359,82
4039,28,53
4039,7,37
4040,1409,367
4040,25,343
4040,3746,324
4040,986,292
4040,132,242
4040,3,167
4040,4611,158
4040,2,132
4041,25,1835
4041,10,1307
4041,1149,907
4041,13,699
4041,1,678
4041,4612,476
4041,7,262
4041,395,202
4042,35,87
4042,154,69
4042,4613,55
4042,12,36
4042,18,29
4042,1287,27
4042,4614,25
4043,1398,241
4043,4615,146
4043,3393,130
4043,26,122
4043,16,111
4043,23,93
4043,41,80
4043,102,70
4044,2442,143
4044,4571,99
4044,4573,71
4044,4572,31
4044,2470,23
4045,3003,3643
4045,79,3176
4045,80,2700
4045,3004,2197
4045,43,1376
4045,82,1240
4045,81,1048
4045,101,584
4046,25,676
4046,26,523
4046,4616,422
4046,944,383
4046,23,374
4046,4617,311
4046,41,254
4046,2854,242
4047,1132,605
4047,154,478
4047,79,380
4047,92,264
4047,4582,115
4047,4618,81
4047,831,80
4047,97,55
4048,1723,1910
4048,1342,1900
4048,25,1453
4048,26,1048
4048,41,841
4048,4619,770
4048,2626,539
4048,23,513
4049,4620,3573
4049,28,3516
4049,3697,3166
4049,132,2849
4049,133,2488
4049,3440,2277
4049,4621,1839
4049,25,1372
4050,2442,982
4050,4571,637
4050,4622,342
4050,2470,307
4050,4573,205
4050,7,134
4050,4623,132
4050,4572,125
4051,430,2252
4051,1502,2028
4051,2160,1795
4051,3780,1397
4051,25,1292
4051,4624,750
4051,2312,734
4051,71,331
4052,617,2905
4052,5,2326
4052,10,1460
4052,1,1401
4052,13,817
4052,4625,652
4052,4316,457
4052,3857,424
4053,152,183
4053,1297,135
4053,571,60
4053,12,57
4053,2609,32
4053,424,31
4053,444,24
4054,132,70
4054,2254,53
4054,1971,36
4055,739,1005
4055,229,831
4055,4626,617
4055,313,562
4055,1067,511
4055,71,503
4055,1985,305
4055,319,274
4056,430,457
4056,1502,382
4056,16,374
4056,1,279
4056,4627,147
4056,4628,86
4056,306,82
4056,7,60
4057,1915,299
4057,45,217
4057,26,164
4057,23,136
4057,944,99
4057,41,89
4057,4629,80
4057,766,69
4058,944,682
4058,26,457
4058,23,388
4058,1981,319
4058,21,285
4058,45,248
4058,41,215
4058,25,167
4059,12,457
4059,25,357
4059,173,310
4059,4630,106
4059,580,84
4059,7,76
4059,1841,75
4059,10,51
4060,12,70
4060,1,64
4060,173,26
4060,4631,25
4060,4632,24
4060,4633,22
4061,152,147
4061,229,135
4061,1308,128
4061,1310,63
4061,1309,59
4061,319,38
4062,378,115
4062,637,99
4062,10,81
4062,263,60
4062,760,42
4062,13,36
4062,324,35
4062,549,23
4063,2833,265
4063,80,195
4063,101,181
4063,2835,137
4063,2660,120
4063,2834,118
4063,7,73
4063,2836,69
4064,979,2268
4064,2,1643
4064,1817,1418
4064,3,1258
4064,4634,973
4064,25,863
4064,261,772
4064,395,321
4065,43,497
4065,1469,406
4065,2610,234
4065,1472,230
4065,1529,189
4065,4635,166
4065,2611,106
4065,567,70
4066,38,64
4066,3,45
4066,1198,40
4066,2,34
4066,25,24
4067,1,3045
4067,332,2358
4067,10,1853
4067,754,1142
4067,13,1027
4067,6,738
4067,395,446
4067,7,353
4068,10,116
4068,1,103
4068,404,92
4068,28,80
4068,13,40
4068,4636,27
4068,5,22
4069,918,911
4069,10,699
4069,25,600
4069,13,387
4069,1,353
4069,578,258
4069,395,160
4069,403,147
4070,53,763
4070,10,597
4070,619,330
4070,13,247
4070,249,219
4070,4637,208
4070,35,184
4070,25,180
4071,10,1340
4071,1,1298
4071,43,1171
4071,28,853
4071,13,635
4071,4638,391
4071,395,325
4071,1151,237
4072,10,408
4072,4451,393
4072,5,355
4072,187,269
4072,119,217
4072,13,167
4072,4639,158
4072,4640,148
4073,119,1189
4073,10,1187
4073,653,794
4073,187,721
4073,13,469
4073,18,432
4073,5,346
4073,395,320
4074,859,5381
4074,9,3334
4074,10,2837
4074,1535,1950
4074,5,1928
4074,43,1521
4074,13,1459
4074,7,728
4075,156,2068
4075,35,1517
4075,10,1335
4075,1149,750
4075,13,676
4075,25,496
4075,395,328
4075,18,260
4076,177,537
4076,1345,436
4076,12,301
4076,25,258
4076,13,170
4076,64,142
4076,10,142
4076,3049,92
4077,80,66
4077,43,48
4077,1430,43
4077,101,27
4077,4641,25
4078,43,454
4078,10,280
4078,378,212
4078,984,178
4078,263,157
4078,13,117
4078,306,72
4078,7,63
4079,43,688
4079,10,376
4079,5,198
4079,13,149
4079,4642,96
4079,45,89
4079,306,82
4079,4643,82
4080,426,71
4080,12,47
4081,45,26
4081,12,23
4081,236,21
4082,12,597
4082,4644,392
4082,119,357
4082,2298,302
4082,173,212
4082,18,145
4082,209,109
4082,10,75
4083,10,428
4083,50,200
4083,13,165
4083,4645,164
4083,307,142
4083,27,141
4083,4646,86
4083,395,80
4084,152,922
4084,1308,380
4084,10,339
4084,1309,228
4084,1310,148
4084,229,130
4084,395,116
4084,444,94
4085,279,6139
4085,247,3321
4085,16,2148
4085,26,1954
4085,4647,1926
4085,23,1620
4085,41,1277
4085,50,1166
4086,28,1150
4086,10,1120
4086,27,836
4086,310,715
4086,4648,698
4086,13,603
4086,192,419
4086,395,200
4087,10,72
4087,216,56
4087,102,52
4087,804,48
4087,29,39
4087,13,36
4088,156,1763
4088,10,1368
4088,4649,814
4088,13,707
4088,18,474
4088,4650,383
4088,682,361
4088,395,328
4089,1730,788
4089,270,786
4089,25,656
4089,12,604
4089,21,437
4089,1012,321
4089,36,193
4089,7,160
4090,80,152
4090,71,121
4090,4651,77
4090,101,76
4090,263,58
4090,1609,35
4090,4652,27
4090,4653,24
4091,79,494
4091,109,366
4091,10,254
4091,111,224
4091,4654,125
4091,84,123
4091,13,95
4091,395,64
4092,33,370
4092,36,300
4092,4655,161
4092,4656,137
4092,50,119
4092,4657,71
4092,4658,59
4092,1773,51
4093,1471,1231
4093,1900,1189
4093,4659,842
4093,4660,757
4093,4661,727
4093,41,395
4093,25,262
4093,23,233
4094,45,1986
4094,10,1362
4094,3346,826
4094,13,760
4094,4662,734
4094,18,362
4094,395,306
4094,7,205
4095,101,234
4095,80,228
4095,25,171
4095,3012,149
4095,4663,100
4095,4664,87
4095,4665,53
4095,459,47
4096,2457,462
4096,662,324
4096,663,268
4096,4666,232
4096,12,173
4096,664,135
4096,142,123
4096,4667,112
4097,2457,286
4097,662,228
4097,663,221
4097,4666,172
4097,12,148
4097,4667,101
4097,664,83
4097,4668,68
4098,2457,317
4098,663,224
4098,662,215
4098,4666,156
4098,12,148
4098,4667,104
4098,664,80
4098,4668,78
4099,2457,343
4099,662,252
4099,663,200
4099,4666,177
4099,12,159
4099,4667,122
4099,142,105
4099,664,93
4100,152,62
4100,10,28
4100,671,27
4100,4669,26
4100,5,21
4101,822,50
4101,152,38
4101,825,33
4101,33,29
4102,33,1302
4102,4670,1067
4102,1123,710
4102,36,534
4102,436,397
4102,314,323
4102,893,268
4102,4671,253
4103,3410,2416
4103,79,2188
4103,80,1521
4103,3411,1312
4103,82,1303
4103,81,794
4103,43,726
4103,4672,607
4104,154,31
4105,229,649
4105,236,486
4105,319,266
4105,45,209
4105,143,186
4105,140,177
4105,395,78
4105,7,62
4106,45,353
4106,23,219
4106,26,195
4106,3526,172
4106,140,143
4106,41,125
4106,324,76
4106,7,72
4107,45,412
4107,23,250
4107,26,218
4107,3526,198
4107,140,157
4107,41,142
4107,324,84
4107,7,78
4108,4673,1208
4108,216,701
4108,26,621
4108,41,558
4108,50,436
4108,23,365
4108,4674,331
4108,28,211
4109,33,75
4109,2464,31
4109,2534,23
4109,36,22
4110,2075,382
4110,80,247
4110,101,122
4110,816,99
4110,2077,47
4110,566,43
4110,1139,39
4110,216,31
4111,33,126
4111,2823,79
4111,2825,66
4111,1,62
4111,2824,57
4111,36,41
4111,1455,25
4112,4135,259
4112,23,195
4112,26,160
